Dataset	ParentIonIndex	MZ	SurveyScanNumber	FragScanNumber	OptimalPeakApexScanNumber	PeakApexOverrideParentIonIndex	CustomSICPeak	PeakScanStart	PeakScanEnd	PeakScanMaxIntensity	PeakMaxIntensity	PeakSignalToNoiseRatio	FWHMInScans	PeakArea	ParentIonIntensity	PeakBaselineNoiseLevel	PeakBaselineNoiseStDev	PeakBaselinePointsUsed	StatMomentsArea	CenterOfMassScan	PeakStDev	PeakSkew	PeakKSStat	StatMomentsDataCountUsed
485810	28518	785.99	33147	33152	33160	-1	0	33056	33290	33160	2.1136E+07	805.1	79	1.8956E+09	2.2439E+07	26252	265451	2080	1.8883E+09	33166	33.2	0.04689	0.2507	14
485810	28519	730.97	33147	33153	33277	-1	0	32884	33516	33277	5.4602E+07	85.95	182	8.8675E+09	1.4578E+07	635278	3.69E+06	2076	8.415E+09	33270	70.6	-0.1708	0.1901	27
485810	28520	611.69	33147	33154	33238	28567	0	33082	33303	33186	9.5877E+06	11.37	74	7.8304E+08	5.7365E+06	843271	3.34E+06	4143	6.6348E+08	33189	27.3	-0.01677	0.2811	11
485810	28521	563.68	33147	33155	33160	-1	0	33069	33264	33160	9.1929E+06	14.62	26	4.8787E+08	7.3278E+06	628657	3.79E+06	4156	3.9979E+08	33162	26.9	0.01476	0.2811	11
485810	28522	776.72	33147	33156	33134	-1	0	33030	33316	33134	1.2007E+07	176.5	88	1.2481E+09	1.2012E+07	68025	424082	2072	1.2134E+09	33146	39.5	0.2461	0.2353	16
485810	28523	704.02	33147	33157	33173	-1	0	32991	33381	33173	1.6657E+07	46.62	75	1.405E+09	1.2586E+07	357271	2.02E+06	4149	1.2964E+09	33175	36.5	-0.04852	0.2431	15
485810	28524	571	33147	33158	33290	-1	0	32858	33490	33290	3.9799E+07	44.94	55	4.3652E+09	9.9171E+06	885593	5.82E+06	4168	3.8791E+09	33271	60.6	-0.3497	0.2409	24
485810	28525	603.83	33147	33159	35655	30800	0	33004	33464	33121	1.0918E+07	9.434	125	1.8519E+09	6.6968E+06	1.1574E+06	4.3E+06	4129	1.3826E+09	33155	82.1	0.4315	0.5085	28
485810	28526	880.22	33160	33161	33082	-1	0	32729	33316	33082	1.5566E+07	165	213	2.957E+09	3.6943E+06	94331	514050	2071	2.814E+09	33053	78.4	-0.3007	0.2274	30
485810	28527	805.93	33160	33162	33147	-1	0	32939	33355	33147	9.1239E+06	33.26	52	4.6348E+08	2.7056E+06	274361	1.11E+06	2072	3.9395E+08	33147	30	-0.01634	0.2774	13
485810	28528	623.69	33160	33163	33461	28794	0	32923	33381	33121	4.8438E+07	33.14	172	7.7309E+09	2.9399E+07	1.4616E+06	7.27E+06	2078	7.1892E+09	33173	76.1	0.5282	0.6739	25
485810	28529	692.13	33160	33164	33160	-1	0	33056	33225	33160	1.3246E+07	42.92	72	9.5964E+08	1.2319E+07	308603	1.61E+06	4163	9.3247E+08	33169	30.6	0.02541	0.2665	12
