Dataset	ScanNumber	Collision Mode	ParentIonMZ	BasePeakIntensity	BasePeakMZ	ReporterIonIntensityMax	Ion_126.128	Ion_127.125	Ion_127.131	Ion_128.128	Ion_128.134	Ion_129.131	Ion_129.138	Ion_130.135	Ion_130.141	Ion_131.138	Weighted Avg Pct Intensity Correction
485810	32027	hcd	819.81	313943.06	819.4779	116323.72	75047.2	76247.86	98440.25	93329.43	103226.45	92115.02	54091.83	96474.15	53281.89	116323.72	0
485810	32028	hcd	903.96	116270.43	127.1316	115748.62	69170.54	29370.02	115748.62	33623.28	91315.67	60533.82	66049.25	40393.04	40980.77	60871.52	0
485810	32030	hcd	753.11	362269.66	822.4694	220976.48	220976.48	104499.21	205679.73	137751.03	138880.88	131273.42	105376.36	130944.92	93408.34	182962.14	0
485810	32031	hcd	777.15	1804121.25	776.943	482203.62	404695.25	187935.17	263268.91	165150.19	443109.41	482203.62	178704.3	167740.38	245376.8	339464.84	0
485810	32033	hcd	635.85	6801589	635.8484	1356756.25	693802.56	879570.31	939036.5	1162106.5	776962.25	1299378.5	292143	963811.25	562202.12	1356756.25	0
485810	32034	hcd	546.68	3349727	400.2765	431224.62	431224.62	236656.42	331532.34	308290.59	267488.94	364970.69	260152.88	252451.61	219737.28	319617.47	0
485810	32035	hcd	512.63	10408632	136.076	664141.94	664141.94	416805.06	416705.97	489148.56	272844.31	566749.69	196631.72	532032.69	286725.34	602418.94	0
485810	32036	hcd	775.13	3017862.25	775.1312	2439492.5	2439492.5	488275.66	485934.78	600959.94	369061.31	886381.94	192901.34	451002.44	484980.78	670522	0
485810	32037	hcd	579.02	3274558.75	593.3292	1233859.62	338117.28	288283.03	1233859.62	374157.03	380175.16	204454.89	234990.8	361838.75	260619.95	524946.81	0
485810	32038	hcd	601.1	4963111.5	272.1722	987719.62	987719.62	648259.31	175650.22	831262.06	197731.8	450508.06	100112.57	705501.94	157504.16	747698.62	0
485810	32039	hcd	520.79	2906010.25	120.0813	362644.88	182695.27	262495.59	236344.91	362644.88	150061.97	136451.67	188001.98	295085.09	157706.86	339920.03	0
485810	32040	hcd	490.79	326264.44	319.1606	146581.72	137564.67	112903.85	82252.67	129889.69	86806.17	139794.17	38175.72	113156.13	72907.7	146581.72	0
485810	32041	hcd	761.71	10073185	761.46	2513592	2513592	515770.34	828948.31	573379.75	907488.62	1223319.25	325851.72	618633.06	605532.5	758823.5	0
485810	32042	hcd	567.68	643822.81	120.0813	473964.09	198667.53	161993.27	473964.09	241879.36	203124.58	131012.41	106790.95	229317.2	134608.08	288064.72	0
485810	32043	hcd	443.74	612748.31	442.3236	142295.42	36868.72	55254.79	142295.42	57240.01	48850.79	28372.67	21751.47	63024.71	32270.45	67851.6	0
485810	32044	hcd	794.45	327437.22	689.3626	142545.02	132752.53	63183.94	142545.02	80996.09	107662.45	109784.27	91558.49	73766.43	80865.36	120711.15	0
485810	32046	hcd	682.95	571463.81	230.1708	538266.62	434306.69	405879.44	351910.09	494780.22	254216.05	337539	186420.91	428484.47	180413.95	538266.62	0
485810	32047	hcd	764.75	421585.19	764.0163	261747.34	206865.62	111486.47	127162.02	139575.55	97404.36	261747.34	76949.08	141708.22	93939.03	165809.58	0
485810	32048	hcd	541	6436924.5	133.0863	527951.5	527951.5	342482.84	446664.34	405273.66	306406.31	363110.59	117646.87	414777.84	139785.72	516669	0
485810	32049	hcd	552.35	950116.06	133.0863	352626.5	254037.05	236656.83	234451.12	302519.22	157083.28	169530.5	166651.48	223093.17	299048.41	352626.5	0
485810	32050	hcd	523.32	706847.94	120.0812	340632.47	174338.16	273100.78	103036	302021.69	128656.07	164123.52	70855.69	275719.34	112468.61	340632.47	0
485810	32051	hcd	406.25	556520.5	133.0863	28136.44	11753.95	17566.25	10958.09	19155.09	12856.52	12664.69	7344.44	17365.36	12975.12	28136.44	0
485810	32052	hcd	676.61	2400283	676.3886	1603796.25	587493.5	158061.45	1500465.38	230049.39	1603796.25	177383.05	892856.12	186752.67	377260.19	222776.83	0
485810	32053	hcd	738	1665100.75	737.4263	455991.81	182747.19	83600.84	171033.64	109343.16	127481.29	168348.2	70680.07	85010.62	455991.81	129363.65	0
485810	32054	hcd	567.34	665236.44	120.0812	453797.94	205318.12	177519.08	453797.94	260817.73	215881.3	151129.59	97415.05	228375.23	120330.09	291663.59	0
485810	32055	hcd	665	1240768.75	120.0813	759286.56	759286.56	74462.16	245442.47	112731.51	135798	201171.47	146104.73	92776.55	161272.94	143950.95	0
485810	32056	hcd	401.75	865770.88	133.0863	51787.19	13081.77	19146.89	51787.19	29322.65	21696.79	24329.98	5446.17	24563.89	9110.64	30039.02	0
485810	32057	hcd	584.33	740581.56	248.1814	503760.5	439572.44	287723.62	188590.67	291261.16	290506.34	503760.5	95775.52	266817.47	136752.7	380427.5	0
485810	32059	hcd	655.05	1148647.12	110.0718	703154.69	459933.09	558909.5	194847.19	616999.38	234193.02	703154.69	159563.03	536600.75	240968.27	685683.12	0
485810	32060	hcd	702.88	637329.62	702.8813	512509.47	512509.47	203616.67	326457.28	297240.53	173137.22	365498	90081.27	200765	307583.47	328581.38	0
485810	32061	hcd	507.3	1035915.5	136.0761	270138.56	270138.56	93937.25	126842.02	108349.42	136685.78	149265.83	74601.42	85046.53	128153.59	137176.5	0
485810	32062	hcd	502.83	912254.75	502.8275	303622.56	160614.47	251124.97	101480.74	286967.94	116438.48	193410.72	84812.44	207795.47	113384.95	303622.56	0
485810	32063	hcd	629.05	580746.06	248.1814	498408.84	400933.78	334123.28	300581.28	429276.34	257481.23	397493.34	116998.66	368858.09	200222.3	498408.84	0
485810	32064	hcd	672.64	423292.66	248.1814	212002.47	212002.47	88916.81	176209.14	119233.37	114896.98	189744.83	73418.94	109152.95	153566.7	156470.69	0
485810	32065	hcd	524.62	576701.31	120.0813	260271	152188.56	188140.81	116017.59	228979.08	77342.88	125188.54	116643.56	174334.27	148280.89	260271	0
485810	32066	hcd	631.87	634408.12	131.1386	634407.06	268105.31	550146.62	128302.16	620271.56	113043.65	299137.88	109336.42	495060.16	194034.23	634407.06	0
485810	32067	hcd	801.13	866851.75	272.1723	160895.78	160895.78	99431.59	142251.8	127833.51	103155.88	107765.16	73722	112858.83	56770.27	146666.11	0
485810	32068	hcd	440	197683.33	442.3238	192869.58	24383.78	55041.64	192869.58	63577.22	61420.74	29247.91	22334.61	65867.32	39370.48	95215.99	0
485810	32069	hcd	1062.11	898873.31	749.4774	94804.88	14406.61	80296.23	14244.05	80291.35	10727.74	94804.88	13283.94	77573.16	28948.63	83781.42	0
485810	32070	hcd	619.03	415993.97	248.1814	283228.94	283228.94	191515.44	180658.61	225064.97	122361.91	269312.75	74133.12	203176.17	100021.34	276867.69	0
485810	32072	hcd	768.45	61210752	768.4441	21819404	8198161.5	2509569	21819404	3093907.25	8380885.5	2457197	20896710	2940028.5	3158401	4112131.75	0
485810	32073	hcd	782.39	490436.06	120.0813	205822.66	205822.66	141604.03	139560.31	180027.41	109763.27	172835.34	135888.66	159852.97	89769.05	205813.8	0
485810	32074	hcd	625.39	1573115.12	625.3835	875716.44	543831.94	575594.69	803270.19	683599.44	405597.56	634333.69	346328.44	626712.81	355654.94	875716.44	0
485810	32075	hcd	593.42	1146640.5	593.4236	859370.94	859370.94	381954.03	521222.5	466410.72	362777.91	821767	160028.17	459386.53	201017.31	572076.69	0
485810	32076	hcd	581.6	5670983.5	581.0031	1787225.25	1182849.75	457245.59	1787225.25	763108.56	625589.75	563259.06	208513.23	630235.12	447625.69	882750	0
485810	32077	hcd	543.53	2379239.25	110.0718	656565.5	647723.25	86888.32	656565.5	97373.59	519597.81	152276.28	89312.76	110447.17	151614.47	184832.97	0
485810	32078	hcd	751.92	1396417.88	248.1813	640637.06	136317.55	74537.47	640637.06	114322.81	119210.64	86472.75	402951.38	97958.92	98299.58	140859.44	0
485810	32079	hcd	795.48	1601275.38	795.482	1279837	299212.47	52099.3	554634.94	88656.52	246196.31	119000.01	1279837	88507.5	163893.95	149058.98	0
485810	32080	hcd	642.33	805365	120.0813	282431	182773.81	218247.86	125477.35	259568.09	66643.02	172746.67	55946.09	228689.67	98628.62	282431	0
485810	32081	hcd	717.05	682325.81	717.4582	304056.69	237544.8	156959.41	161129.75	175745.97	117896.74	304056.69	59749.25	183713.78	80369.62	218223.11	0
485810	32082	hcd	873.45	88313.41	685.4176	69955.77	29967.29	25167.01	69955.77	35912.97	31150.52	39028.62	32283.49	32089.32	35431.87	50964.68	0
485810	32083	hcd	410.26	1167525.75	136.076	451534.94	22383.37	69146.04	451534.94	110149.67	132575.73	18775.07	70112.98	118251.67	72522.2	159023.56	0
485810	32085	hcd	793.18	338472.91	248.1814	93516.52	92248.63	40788.88	68185.2	48368.47	63089.35	93516.52	36454.06	48262.62	60412.62	67111.16	0
485810	32086	hcd	819.51	323418.94	133.0864	146770.44	86690.22	101058.51	136280.42	114581.64	90225.27	135341.59	68047.17	106425.93	61900.71	146770.44	0
485810	32087	hcd	649.95	1149724.5	649.3926	692773.12	397306.41	414489.84	281518.81	477927.53	251783.19	692773.12	136523.44	452691.78	211543.45	564386.25	0
485810	32088	hcd	509.54	1351973.62	120.0812	553730.94	169633.28	497682.78	111249.38	523548.47	99391.61	272186.84	54766.43	418440.75	90451.62	553730.94	0
485810	32089	hcd	526.87	612859.81	526.8751	349398.78	208201.86	151971.59	186635.84	176434.58	130598.06	349398.78	89303.24	170805.55	103649.58	227656.25	0
485810	32090	hcd	622.88	794871.38	110.0718	319753.97	286365.88	216662.02	204204.53	257994.16	188957.36	319753.97	96339.81	254738.7	117162.05	302232.34	0
485810	32091	hcd	584.17	627511.75	585.0145	353135.91	323565.72	178546.08	132131.09	185335.86	205845.41	353135.91	58781.73	186139.12	112633.62	235851.83	0
485810	32092	hcd	891.44	996742.19	891.4346	347920.16	159727.53	274852.25	56068.62	347920.16	96225.2	130374.36	42555.96	265619.56	72190.92	326494.16	0
485810	32093	hcd	661.39	778920.31	248.1814	564018.25	486729.31	321300.88	300849.34	383261.09	268485.25	564018.25	110602.46	341848.59	220643.77	474787.28	0
485810	32094	hcd	792.68	493816.75	248.1814	145867.09	113320.49	58993.38	87511.38	76325.71	84445.02	145867.09	40666.61	67443.37	74338.18	82926.65	0
485810	32095	hcd	852.8	167541.72	376.2767	91609.23	70040.6	63154.75	58007.52	78945.98	46473.29	73416.52	30946.53	72519.57	31814.29	91609.23	0
485810	32096	hcd	669.57	399965.59	248.1814	206931.8	146105.75	55311.37	206931.8	80415.49	80145.77	99333.7	48586.41	67985.38	57281.75	108655.57	0
485810	32098	hcd	910.71	132229.22	836.4398	46827.93	28280.02	27673.4	43756.85	42834.38	10329.72	28241.98	45978.45	33722.02	16255.04	46827.93	0
485810	32099	hcd	811.43	305812.41	133.0864	104041.66	82515.11	62820.21	104041.66	72790.95	70860.37	80975.6	74376.27	69881.8	49405.16	92691.14	0
485810	32100	hcd	519.82	2659510.5	519.8197	1474525.62	393813.06	478298.47	1474525.62	722507.81	329169.78	297761.88	724878.44	617832.19	394341.66	813073.5	0
485810	32101	hcd	779.71	997516.06	747.8952	513728.72	421883.09	144911.84	251559.86	138623.83	325469.66	513728.72	126005.75	144730.16	211070.83	223085.59	0
485810	32102	hcd	672.39	414703.44	672.4237	175010.08	175010.08	90933.32	128487.01	87430.43	112979.47	165956.05	74069.85	85887.88	151516.38	122282.28	0
485810	32103	hcd	742.91	684702.62	743.469	199273.39	199273.39	53549	139615.41	64661.59	158613.64	122609.8	63119.28	65418.86	87271.01	106080.08	0
485810	32104	hcd	596.83	471527.72	120.0813	203900.97	117829.13	43793.61	203900.97	46577.41	109108.95	88174.76	109445.88	58706.6	63442.87	84329.83	0
485810	32105	hcd	1069.02	491295.47	215.1395	17338.07	8199.54	10804.14	11350.65	12568.23	9326.54	10929.06	7424.77	15877.64	4461.16	17338.07	0
485810	32106	hcd	755.74	727134.38	755.4294	412682.62	157049.42	36700.94	412682.62	48049.05	279154.75	78580.98	234697.69	61899.88	112534.26	98006.11	0
485810	32108	hcd	733.72	535832.5	248.1814	391177.62	390439.41	256134.12	194385.23	295142.66	152705.73	391177.62	75109.42	282121.25	113403.73	354816.91	0
485810	32109	hcd	723.39	411660.28	248.1814	291609.91	186285.45	167892.27	253764.12	230277	182744.73	195331.3	162192.38	188068.48	153909.88	291609.91	0
485810	32110	hcd	730.9	1541019.38	131.1385	1540971.5	1215273.88	1242333.38	648966.19	1317555	1064688.12	1501851.38	284524.91	1078557.12	1010798.62	1540971.5	0
485810	32111	hcd	586.87	1503327	586.8732	745155.06	694077.19	335670.69	745155.06	440121.81	492171.47	563566.81	477199.38	420930.78	323822.75	561632.25	0
485810	32112	hcd	503.31	509411.28	503.3121	288660.94	170787.75	199394.88	111260.14	218001.06	136574.3	288660.94	49672.47	217676.25	96980.17	275253.38	0
485810	32113	hcd	428.78	1942196.5	547.3451	112238.59	58447.31	63734.19	31694.25	72336.46	24034	112238.59	22753.56	60131.96	34705.13	81549.75	0
485810	32114	hcd	678.75	983052.62	120.0812	304669.47	304669.47	111021.34	248344.27	102598.81	242147.78	248228.95	61670.56	146412.27	103767.01	182991.11	0
485810	32115	hcd	783.75	819966.69	248.1813	341935.12	341935.12	238015.69	242200.55	265755.75	158391.34	299320.44	122247.18	241490.78	132512.38	316710.16	0
485810	32116	hcd	615.36	1620059.62	703.4395	1142276.5	1142276.5	208993.02	483620.28	241959.31	440816.31	907104.94	160803.14	248724.61	292921.22	369933.97	0
485810	32117	hcd	926.1	355773.31	284.1246	62613.59	37961.05	23840.88	57208.64	35753.82	29253.38	39946.77	62613.59	28225.09	25666.74	39557.64	0
485810	32118	hcd	550	715368.56	120.0813	660154	575397	214935.12	407192.12	236437.8	383340.5	660154	151500.89	265500.69	229431.34	384561.44	0
485810	32119	hcd	657.94	506998.41	248.1815	155793.66	78314.12	56200.34	126454.94	72624.84	67438.89	35171.45	155793.66	74336.9	51608.88	101305.55	0
485810	32121	hcd	459.43	802844.12	110.0718	257823.52	242036.14	39055.75	257823.52	47470.2	116878.12	56087.64	208165	57770.91	66671.77	66467.83	0
485810	32122	hcd	660.68	716272.44	248.1813	613000.31	508454.56	353020.94	285254.81	351907.06	442814.34	613000.31	159867.78	352695	240324.8	426642.88	0
485810	32123	hcd	530.66	3577051.75	564.3565	3025084.5	467850.06	141165.2	1165466.12	108427.49	502827.34	339202.47	3025084.5	191376.39	312777.47	261104.73	0
485810	32124	hcd	634.34	1380851.62	248.1813	327546.06	191380.59	150797.8	103129.2	155449.97	133443.12	327546.06	58580.13	135317.06	105725.02	209947.77	0
485810	32125	hcd	755.07	582329	755.4291	324439	134334.7	51822.54	324439	62880.96	207810.94	99858.9	147284.94	73038.88	83761.52	96525.91	0
485810	32126	hcd	727.09	2632460	473.3296	1470479.38	1470479.38	843732.94	924473.12	1152302.12	445723.97	1262159	260036.02	946767.31	388006.19	1194695.12	0
485810	32127	hcd	488.64	1517660.88	489.3607	374812.25	188121.17	290282.53	144191.98	312431.75	142249.28	178671.55	186691.38	238011.53	151067.03	374812.25	0
485810	32128	hcd	525.04	987218.31	120.0812	265795.12	110147.41	211441.36	115692.41	242188.78	100888.96	66610.06	207783.95	227993.73	91032	265795.12	0
485810	32129	hcd	473.32	1266733.25	473.3283	835299.5	335449.41	495479.53	136247.08	567787.88	101810.34	835299.5	102797.09	598914.62	204924.11	636624.31	0
485810	32130	hcd	682.05	1085100.88	127.1322	1062612.25	314060.72	149325.36	1062612.25	144149.67	446222.19	107149.29	755621.44	146014.42	255094.36	240693.5	0
485810	32131	hcd	650.85	837711.88	110.0718	265987.91	218547.95	185259.11	199008.17	221462.55	125735.27	211140.38	119581.58	212555.69	115413.47	265987.91	0
485810	32132	hcd	567.01	568089.5	120.0812	407641.88	234109.5	229679	375094.22	305836.53	164739.62	300654.38	81992.77	300814.66	126933.32	407641.88	0
485810	32134	hcd	497.84	367422.72	230.1708	186475.84	108630.88	114821.26	108894.96	147262.55	92247.2	159801.7	51198.33	132438.92	68795.8	186475.84	0
485810	32135	hcd	807.45	736904.19	807.4699	300557.03	84128.46	28107.68	140561.83	48523.13	300557.03	31468.2	135943	36501.85	71074.84	55083.28	0
485810	32136	hcd	585.35	5758294	232.1407	3852861.25	2986609.5	732831.19	1276985.38	705460.69	1982518.12	3852861.25	654392.81	944215.06	980785.56	1130550	0
485810	32137	hcd	654.84	1356150.38	110.0718	768829.06	411553.31	380350.12	199357.88	422234.03	468146.34	768829.06	177323.59	403494.69	249226.28	500042.72	0
485810	32138	hcd	792.42	1809187.12	248.1812	484860.91	311269.16	142221.58	150541.97	157872.84	174922.08	484860.91	152575.7	161974.77	117991.14	184046.47	0
485810	32139	hcd	732.45	1455965.75	732.4504	1199043.75	980789.56	900517.25	557572.75	975734.38	716929.25	1054458.12	218652.14	890717.44	497462.06	1199043.75	0
485810	32140	hcd	550.91	1033499.19	550.3297	617973.69	617973.69	111858.33	340778.34	171138.11	253396.17	398318.72	146294.38	147024.98	185342.64	233279.08	0
485810	32141	hcd	487.6	527377.31	376.2765	234676.25	117495.47	183017.48	77389.23	193862.3	136390.86	109624.37	123346.04	163796.45	112734.23	234676.25	0
485810	32142	hcd	459.09	1090541.5	110.0718	331857.69	331857.69	38593.5	255477.89	55370.05	128746.26	100870.47	194707.73	67222.34	80546.98	85915.43	0
485810	32143	hcd	865.71	414541.56	865.9656	106549.89	75207.25	75816.75	89460.42	106549.89	43555.01	70565.04	19446.91	83430.93	39691.5	99379.34	0
485810	32144	hcd	830.44	326744.03	446.2489	139575.3	129839.16	49805.1	139575.3	67378.55	98840.38	120144.06	78349.14	64292.92	64359.86	99237.66	0
485810	32145	hcd	852.46	211344.69	852.4769	84556.35	66133.48	55947.39	60505.95	71421.55	41692.57	63584.41	42395.92	60740.5	33699.18	84556.35	0
485810	32147	hcd	954.14	338583.94	964.4646	41680.76	19157.87	22254.89	35020.86	24947.21	41680.76	40893.36	9810.56	28382.27	16113.55	34585.16	0
485810	32148	hcd	833.49	572447.56	833.4916	503342.38	239813.09	118985.27	210995.42	142478.56	128123.66	503342.38	70985.41	151981.86	129236.14	177611.27	0
485810	32149	hcd	592.72	10716707	592.7144	4493307	3658144.25	2183686.5	592195.38	2349331	1105380.62	4493307	757494.19	1838253.5	1123703	2293040.75	0
485810	32150	hcd	798.12	707048	797.4908	258914.3	98871.91	64040.65	255873.05	87369.26	154680.53	50328.83	258914.3	85722.04	104022.91	125595.31	0
485810	32151	hcd	561.85	256284.27	230.1708	190014.62	182079.48	100057.09	190014.62	108718.27	131928.19	112895.64	105893.53	116677.79	96163.69	158520.56	0
485810	32152	hcd	471.61	2500032	376.2764	898049.62	331126.94	555275.88	217779.17	588586.5	455660.62	898049.62	205267.23	476132.44	559978.44	705360.94	0
485810	32153	hcd	660.41	899879.25	546.383	602599.88	429221.94	292167.19	307148.94	310513.19	482500.75	602599.88	132366.62	383180.19	172802.66	463539.38	0
485810	32154	hcd	538.32	1521798.62	537.3105	353011.12	286457.34	167935.72	248347.41	240108.55	144024.52	353011.12	268540.53	247154.83	155780.28	271131.16	0
485810	32155	hcd	605.36	1294810.25	605.2702	137090.62	109437.22	65714.7	83001.33	81726.67	74820.2	137090.62	37443.61	73731.67	52497.8	100330.55	0
485810	32156	hcd	844.82	356711.69	844.4835	219023.17	154506.12	91872.18	79574.97	76829.33	162030.38	219023.17	48581.39	101614.15	71262.08	131335.17	0
485810	32157	hcd	569.34	470547.12	110.0718	165374.86	165374.86	87819.73	144626.55	106584.25	103020.67	138924.39	49026.73	102182.71	70264.51	132388.69	0
485810	32158	hcd	666.37	263355.53	248.1814	114198.71	114198.71	54057.63	84264.14	80153.42	75987.51	97026.86	41416.86	60220.21	57645.91	101214.95	0
485810	32160	hcd	573.34	21317776	442.3236	8682401	685917.94	1240425	8682401	2647678.25	2554454.5	629756.75	755166.69	2339695	1306659	3149885	0
485810	32161	hcd	684.38	430739.56	110.0718	301787.22	245520.59	109017.33	178017.62	127614.85	128934.99	301787.22	58828.1	131228.89	106784.34	171440.12	0
485810	32162	hcd	545.57	2171162.75	136.076	488985.62	471461.91	351000.66	199370.64	488985.62	196717.02	446935.09	101340.82	382572.56	148012.31	445493.97	0
485810	32163	hcd	553.31	1446320	110.0717	219370.92	209148.17	181476.2	161800.55	209445.42	147832.95	202585.78	94072.97	158399.94	104825.87	219370.92	0
485810	32164	hcd	444.79	2794308.75	468.8004	510787.97	362914.56	286581.94	79491.21	322438.28	114364.08	510787.97	57194.53	281469.19	148807.55	316799.5	0
485810	32165	hcd	690.47	645753.75	230.1708	612923.19	567788.94	379793.28	401083.5	461163.31	292088.69	612923.19	129363.19	410397.06	201334.53	518281.06	0
485810	32166	hcd	772.42	664998.5	248.1814	165906.56	127496.18	122112.26	121903.08	137633.59	81964.54	146086.05	64429.75	119700.75	71981.43	165906.56	0
485810	32167	hcd	639.63	597145.44	248.1813	366768.91	363181.97	181633.56	266547.94	208777.81	195005.23	366768.91	114706.52	195401.73	154913.09	249891.88	0
485810	32168	hcd	779.77	674422.75	779.4394	590547.06	590547.06	171864.88	307279.59	153376.08	405075.22	456470.34	191345.53	166078.33	240813.09	263878.56	0
485810	32169	hcd	688.13	390713.41	126.1283	373898.59	373898.59	82527.24	223641.67	130598.92	145833.11	285434.28	69315.28	111004.79	107509.97	166876	0
485810	32170	hcd	669.37	562890.5	248.1813	266303.03	169078.75	117663.36	266303.03	123239.08	105782.29	141911.48	45339.79	106713.16	52565.36	121543	0
485810	32171	hcd	612.35	621901.38	248.1814	194195.92	184687	130311.88	164982.11	180831.66	72283.5	172229.8	90505.69	160576.94	68047.86	194195.92	0
485810	32173	hcd	745.4	367327	248.1814	278614.03	278614.03	138028.72	217979.11	174196.94	160212.94	200750.03	157736.75	143703.77	144749.5	211965.84	0
485810	32174	hcd	1056.56	679233	1056.5592	218641.05	93193.34	52018.07	23827.55	49968.14	43206.77	218641.05	37767.71	54657.66	45667.43	63183.07	0
485810	32175	hcd	536.06	23382686	536.3065	2118770.25	1045140.88	741236.69	343743.53	568265	2118770.25	1633523.62	324866.91	720338.06	474818.44	975076.12	0
485810	32176	hcd	482.26	810359.62	230.1706	384805.94	151684.88	213471.23	91349.09	240483.56	130122.88	384805.94	70462.6	189884.67	140426.66	248757.95	0
485810	32177	hcd	738.75	689127.5	129.1313	661334.5	390389.97	306256.22	154938.14	336142.38	143132.12	661334.5	80277.47	314691.91	186664.58	360559.34	0
485810	32178	hcd	575.36	1075523	512.8509	353435.5	221053.34	185625.73	353435.5	238276.16	217774.62	246202.27	80729.1	202223.94	144829	310227.75	0
485810	32179	hcd	462.02	767642.31	473.2619	246410.03	246410.03	45894.08	98117.04	56044.84	41754.85	238125.52	49363.05	55466.75	62908.18	65466.5	0
485810	32180	hcd	496.33	889858.5	496.3299	274751.84	153642.77	178517.66	127330.96	220260.28	120762.66	274751.84	55625.87	185199.12	124802.8	261346.33	0
485810	32181	hcd	555.66	376209.78	456.3395	258220.36	177150.84	119733.38	200152.56	146327.84	113162.88	258220.36	105566.2	141398.12	88792.93	183651.36	0
485810	32182	hcd	871.66	413615.28	871.4554	213014.33	98644.79	40893.03	213014.33	25867.3	135669.36	68984.34	15171.06	22218.02	43053.7	35021.08	0
485810	32183	hcd	850.43	176254.34	120.0812	88703.03	72206.48	46336.66	82840.57	59445.31	58086.98	60614.51	59900.53	60429.68	35472.5	88703.03	0
