Dataset	ScanNumber	ScanTime	ScanType	TotalIonIntensity	BasePeakIntensity	BasePeakMZ	BasePeakSignalToNoiseRatio	IonCount	IonCountRaw
141805	6524	35.89917	2	100694	1893.1	1212.7728	37.49	325	1135
141805	6525	35.90439	2	11962	281.77	994.2307	22.68	136	565
141805	6526	35.91051	2	42270	2704.3	993.5156	101.7	220	860
141805	6527	35.91605	2	210778	17762	1249.833	268.9	322	1171
141805	6528	35.92103	2	70908	5039.6	1071.4998	189.7	290	1043
141805	6529	35.92647	2	37984	592.18	1463.1261	31.11	316	1160
141805	6530	35.93244	2	16984	207.7	838.5963	13.49	175	709
141805	6531	35.9384	2	98540	1610.7	1120.5187	35.1	292	1038
141805	6532	35.94347	1	2.7770E+07	256486	991.6044	19.5	1168	1168
141805	6533	35.94908	2	32789	591.52	1146.104	31.15	279	1084
141805	6534	35.95507	2	97791	2927.6	1143.3597	74.89	327	1086
141805	6535	35.96051	2	43359	1453.3	819.4279	58.96	258	946
141805	6536	35.96626	2	51776	881.21	1075.2109	28.92	273	1021
141805	6537	35.972	2	58778	2080.3	1071.438	90.75	294	1072
141805	6538	35.97761	2	37179	879.9	1264.538	40.62	274	1003
141805	6539	35.98373	2	65417	1769.8	683.1633	60.48	326	1118
141805	6540	35.98962	2	126133	7544.8	1176.9224	189.7	294	975
141805	6541	35.9949	2	128133	4220.2	1090.7858	92.87	315	1160
141805	6542	36.00019	2	80851	1186.3	1284.4446	36.26	360	1260
141805	6543	36.00581	1	3.0024E+07	278867	874.2905	18.79	1174	1174
141805	6544	36.01133	2	1762.8	153.11	477.1622	10.02	19	76
141805	6545	36.01669	2	119525	2832.6	1048.0056	62.39	369	1242
141805	6546	36.02198	2	55437	872.33	1621.9661	29.16	285	1134
141805	6547	36.02753	2	27849	1132.4	1182.5988	76.55	241	880
141805	6548	36.03348	2	96142	1047.1	1284.3939	22.57	312	1194
141805	6549	36.03872	2	196627	23115	1567.6176	522	276	1030
141805	6550	36.04369	2	160592	3692.7	1221.8845	52.67	300	1115
141805	6551	36.04861	2	221953	10825	520.3	150.7	230	808
141805	6552	36.0534	2	94045	4628.7	1210.363	126	299	1149
141805	6553	36.05877	2	69444	4205.5	1128.2395	134.1	287	1062
141805	6554	36.06401	1	2.9087E+07	725199	842.5814	50.73	1162	1162
141805	6555	36.06961	2	213936	26127	1567.6696	585.9	283	993
141805	6556	36.07462	2	247974	15734	1345.9449	193.7	367	1221
141805	6557	36.07941	2	116124	2692.1	953.3612	54.28	325	1138
141805	6558	36.08448	2	20032	1812.4	345.2985	136.5	113	402
141805	6559	36.0907	2	125253	3919.2	1204.9153	84.71	356	1176
141805	6560	36.09592	2	21814	218.32	889.473	13.44	229	860
141805	6561	36.10205	2	76958	1803.4	1260.309	50.83	299	1189
141805	6562	36.1076	2	33165	493.76	875.355	25.84	257	1085
141805	6563	36.11349	2	77517	8986.2	1084.2678	285.9	332	1198
141805	6564	36.11896	2	65458	1225.7	704.375	36.92	296	1078
141805	6565	36.12417	1	2.7725E+07	621762	842.5122	48.87	1139	1139
141805	6566	36.12977	2	616030	150220	784.6827	1452	264	846
141805	6567	36.13455	2	61565	1061.4	1053.6179	35.63	283	994
141805	6568	36.14018	2	73581	1179.7	955.1818	28.04	280	959
141805	6569	36.14558	2	73618	1033.7	704.3565	31.61	352	1278
141805	6570	36.15122	2	166309	2448.1	1234.5123	32.98	301	1145
141805	6571	36.15613	2	52588	1103.6	1598.5997	43.39	304	1159
141805	6572	36.16181	2	147962	1958.9	1281.3086	30.59	333	1147
141805	6573	36.16677	2	110946	2309.1	1074.2725	46.19	320	1078
141805	6574	36.172	2	48583	2523.4	1598.6671	114.7	283	1078
141805	6575	36.17781	2	113982	3773.7	744.6584	77.88	331	1151
141805	6576	36.18285	1	2.7742E+07	356643	842.8904	29.77	1181	1181
141805	6577	36.18814	2	336192	92287	784.7186	1253	241	843
141805	6578	36.19302	2	390710	29126	1348.4552	227.1	268	1032
141805	6579	36.19766	2	213122	31209	784.5195	309.2	226	780
141805	6580	36.20253	2	154508	8738.3	1122.7844	120.3	263	871
141805	6581	36.20738	2	150735	4369.2	951.5403	71.48	284	1118
141805	6582	36.21224	2	314027	30436	1348.4618	275	252	975
141805	6583	36.21687	2	183914	21762	1410.475	339	235	774
141805	6584	36.22174	2	107374	2326.4	876.111	49.17	316	1048
141805	6585	36.22704	2	28765	584.23	1181.4629	38.97	257	918
141805	6586	36.23301	2	203063	8043.6	1097.736	106.6	316	977
141805	6587	36.23788	1	3.2428E+07	395874	1259.9287	26.04	1163	1163
141805	6588	36.24331	2	209756	8106.4	623.395	118.5	320	1098
141805	6589	36.24868	2	83782	1545.2	1217.2925	42.84	348	1216
141805	6590	36.25413	2	89732	1278.3	604.457	24.56	252	905
141805	6591	36.25921	2	16235	946.47	1181.762	72.57	157	683
141805	6592	36.2652	2	136538	3491.4	815.5214	54.64	329	1173
141805	6593	36.27024	2	186173	7288.4	1213.9844	108.9	322	1118
141805	6594	36.27525	2	229150	4621.6	801.4155	55.02	358	1248
141805	6595	36.2801	2	128231	10496	956.178	150.6	195	781
141805	6596	36.28505	2	31317	3616.2	477.3826	152.4	89	305
141805	6597	36.29079	2	114609	1940.8	1012.2912	30.11	241	846
141805	6598	36.29581	1	3.0002E+07	553909	831.6447	35.14	1129	1129
141805	6599	36.30124	2	208626	34997	1453.0228	737.2	301	1039
141805	6600	36.30615	2	272122	5528.8	615.4575	51.79	336	1173
141805	6601	36.31088	2	99867	1180.3	945.1886	25.87	316	1083
141805	6602	36.31613	2	90509	1036.5	957.6318	24.04	319	1194
141805	6603	36.32132	2	48285	704.76	826.9543	21.11	213	851
141805	6604	36.32676	2	81736	2841.7	1143.46	46.54	185	723
141805	6605	36.3317	2	114394	1759.5	1175.9583	39.19	372	1206
141805	6606	36.33692	2	70081	3181.9	794.3264	107.2	288	1068
141805	6607	36.34264	2	68931	832.22	1033.6827	23.97	311	1186
141805	6608	36.3481	2	67912	2123.6	951.5145	71.21	311	1169
141805	6609	36.35351	1	3.0141E+07	1.8333E+06	831.808	123.5	1119	1119
141805	6610	36.35941	2	104143	7050.7	1165.5918	166.8	322	1083
141805	6611	36.36498	2	87730	2485.6	1263.4849	59.09	265	963
141805	6612	36.37036	2	121208	5281.6	1221.6104	102.1	317	1132
141805	6613	36.37543	2	122832	2274.8	1034.8306	38.65	292	994
141805	6614	36.38062	2	98633	1299.4	917.4488	21.12	246	793
141805	6615	36.38567	2	303099	7767.4	979.439	76.65	350	1248
141805	6616	36.39041	2	77240	3414.4	1379.1445	93.17	252	1007
141805	6617	36.39562	2	126201	3398.9	1180.2604	51.27	273	868
141805	6618	36.40054	2	48296	982.13	1268.8948	36.26	266	945
141805	6619	36.40612	2	481765	30639	1007.303	231.5	328	1059
141805	6620	36.41074	1	2.7661E+07	1.5721E+06	832.0369	105.8	1001	1001
141805	6621	36.41663	2	17496	373.5	1064.1433	25.13	171	688
141805	6622	36.42276	2	220372	4721.7	615.3627	55.21	347	1254
141805	6623	36.42761	2	193309	6816.4	1451.5677	89.08	277	1139
141805	6624	36.43239	2	140816	2100.8	785.5126	30.74	323	1162
141805	6625	36.43729	2	123351	1704.1	999.5673	35.19	349	1235
141805	6626	36.44247	2	99852	11765	1165.155	212.5	204	816
141805	6627	36.44746	2	36786	586.3	709.1815	20.88	211	850
141805	6628	36.45317	2	67863	1162.3	932.3688	32.48	299	1115
141805	6629	36.45868	2	76692	619.94	1075.2626	15.23	324	1135
141805	6630	36.46387	2	3394.4	253.52	423.0327	12.87	21	103
141805	6631	36.46899	1	3.0129E+07	2.4382E+06	831.7811	166.7	1104	1104
141805	6632	36.47493	2	812691	61014	1006.9111	273.6	308	1072
141805	6633	36.47957	2	169783	5738.4	1093.4886	73.21	230	730
141805	6634	36.48437	2	131589	5000.7	1078.3926	97.74	287	1142
141805	6635	36.48952	2	84535	5783.3	727.3879	101.7	182	604
141805	6636	36.49446	2	632920	45368	1006.7244	180.6	240	872
141805	6637	36.499	2	9963.1	144.29	852.6436	13.88	161	585
141805	6638	36.5051	2	44378	881.96	1083.9143	39.7	311	1112
141805	6639	36.51084	2	103404	2106.2	1080.3823	44.03	320	1252
141805	6640	36.51609	2	120320	4252.9	850.2386	79.23	281	1108
141805	6641	36.52108	2	102014	4665.6	1079.4252	117	294	1200
141805	6642	36.52639	1	2.8100E+07	1.6794E+06	831.7989	128.8	1096	1096
141805	6643	36.53236	2	39371	1005.4	832.6422	42.17	253	909
141805	6644	36.5383	2	39429	1172.1	1138.756	61.91	285	1077
141805	6645	36.54432	2	46475	3621.6	1415.9165	192.3	273	1019
141805	6646	36.55004	2	47183	744.69	1045.2817	31.2	270	1087
141805	6647	36.5557	2	14489	166.7	885.8543	12.74	180	704
141805	6648	36.5618	2	112515	1891.3	1175.9451	34.84	316	1123
141805	6649	36.56681	2	123750	3637	744.1363	65.54	309	1174
141805	6650	36.57188	2	239735	6118.7	814.5958	78.47	335	1036
141805	6651	36.57691	2	21504	261.71	1266.3954	16.71	224	831
141805	6652	36.583	2	40525	993.13	1017.0751	47.89	331	1177
141805	6653	36.58897	1	2.8511E+07	647414	831.2667	53.61	1176	1176
141805	6654	36.59498	2	176275	11645	1415.4418	175.5	267	1146
141805	6655	36.59986	2	101933	1163.9	1393.6562	26.98	362	1285
141805	6656	36.60535	2	102608	1241.6	1429.8737	27.39	321	1118
141805	6657	36.61056	2	60408	1887.8	848.4542	63.81	276	1102
141805	6658	36.61608	2	127932	3022.8	848.3511	37.53	228	843
141805	6659	36.621	2	33611	524.06	1092.7952	26.67	241	850
141805	6660	36.62698	2	113512	1298.1	1255.5255	27.79	347	1245
141805	6661	36.6324	2	42353	681.46	876.2563	30.39	291	1078
141805	6662	36.63844	2	77033	2195.9	973.3834	63.7	304	985
141805	6663	36.6439	2	72121	2388	1297.3245	66.9	299	1119
141805	6664	36.6492	1	2.6220E+07	716526	949.7534	72.21	1262	1262
141805	6665	36.65488	2	245698	13183	588.3293	142.1	235	752
141805	6666	36.65978	2	92960	1617.1	848.5039	25.88	249	806
141805	6667	36.66479	2	252719	13044	1093.4467	103.9	201	695
141805	6668	36.66947	2	27007	427.89	966.132	25.77	234	841
141805	6669	36.67546	2	124332	5676.2	1241.4497	119.5	341	1166
141805	6670	36.68079	2	112452	2157.8	836.4219	41.48	314	1154
141805	6671	36.68591	2	36214	684.57	1668.6266	37.07	271	978
141805	6672	36.6917	2	51869	654.48	1155.741	20.5	246	909
141805	6673	36.69715	2	36042	958.99	772.5196	50.63	252	884
141805	6674	36.70317	2	118897	4595.3	1122.8219	70.28	246	868
141805	6675	36.70802	1	2.1491E+07	344490	1265.6151	26.7	1111	1111
141805	6676	36.71356	2	79547	1186.4	1366.5864	42.94	431	1332
141805	6677	36.71961	2	12373	297.46	1150.7498	24.06	155	695
141805	6678	36.7256	2	207840	7774.5	1122.2976	92.44	291	982
141805	6679	36.73051	2	102436	3142	819.3288	71.47	359	1187
141805	6680	36.73601	2	120858	3540.6	1257.4833	62.91	288	1064
141805	6681	36.741	2	104825	4139.6	815.4878	90.54	308	1154
141805	6682	36.74632	2	130783	3156.8	904.6553	49.31	290	1093
141805	6683	36.75131	2	62383	1232.5	1519.7738	44.26	342	1259
141805	6684	36.75715	2	86269	676.56	1114.7595	18.38	375	1259
141805	6685	36.76257	2	45498	518.52	1263.4105	16.1	231	854
141805	6686	36.76789	1	2.4914E+07	286657	1124.7448	24.37	1148	1148
141805	6687	36.77385	2	130162	10068	462.3069	294.5	294	920
141805	6688	36.7795	2	48242	5244.1	1415.9607	226.6	238	904
141805	6689	36.78493	2	83953	2905.3	1397.3534	80.58	319	1211
141805	6690	36.79049	2	178067	8485.5	1353.7892	134.9	368	1248
141805	6691	36.79553	2	24854	366.39	1133.4172	23.56	225	1025
141805	6692	36.80155	2	105600	1611.9	630.3162	29.71	281	1012
141805	6693	36.80661	2	75388	3150.7	1506.4713	78.62	244	1103
141805	6694	36.81178	2	91744	1313.9	890.2216	26.92	275	985
141805	6695	36.81705	2	138619	5164.5	1354.576	83.11	314	1168
141805	6696	36.82209	2	24858	479.25	1014.405	25.49	203	819
141805	6697	36.82792	1	2.3982E+07	288502	1124.8622	23.96	1090	1090
141805	6698	36.83414	2	146523	12429	670.4014	270.4	238	911
141805	6699	36.83954	2	28465	673.8	1252.4634	34.62	226	809
141805	6700	36.84529	2	69042	1085.8	1055.2471	32.06	319	1193
141805	6701	36.85064	2	123091	3951.5	1006.4421	79.05	321	1202
141805	6702	36.85592	2	80132	854.09	744.7077	21.66	307	1207
141805	6703	36.86143	2	100219	4159	1182.3832	84.8	279	1095
141805	6704	36.86659	2	70943	2147.2	802.1851	62.47	285	1131
141805	6705	36.87188	2	90821	2626.7	1317.9403	69.24	355	1200
141805	6706	36.87737	2	166332	6825	462.3028	126.4	293	1141
141805	6707	36.88233	2	111635	2034.2	1212.5156	43.88	352	1294
141805	6708	36.88795	1	2.3845E+07	369316	1124.942	32.71	1153	1153
141805	6709	36.894	2	88238	13109	1364.1453	449.4	347	1309
141805	6710	36.90005	2	261948	6766.3	1106.8018	81.45	355	1207
141805	6711	36.90488	2	99217	2531	1054.2222	63.45	317	1162
141805	6712	36.91013	2	148869	4535.5	1353.3549	73.04	329	1174
141805	6713	36.91509	2	54447	2279.7	848.4556	99.21	273	1062
141805	6714	36.92081	2	477387	22324	1019.7303	163.5	346	1174
141805	6715	36.92543	2	55779	1905.6	987.4688	76.66	287	1127
141805	6716	36.9311	2	28125	658.59	1040.2505	37.17	231	822
141805	6717	36.93724	2	104994	1576.4	1120.439	37.81	343	1123
141805	6718	36.9426	2	171256	6471.6	1221.6211	105.5	322	1148
141805	6719	36.94755	1	2.4688E+07	420839	826.4271	32.69	1123	1123
141805	6720	36.95338	2	109674	1514.2	1507.5217	31.25	304	1134
141805	6721	36.95868	2	88166	2493.1	1488.6266	62.12	359	1210
141805	6722	36.96391	2	93525	977.45	1257.5349	18.61	303	1044
141805	6723	36.96904	2	140774	5207.6	1038.4991	77.45	293	1068
141805	6724	36.9739	2	35914	1393.4	987.4706	70.37	261	1106
141805	6725	36.97991	2	104306	3129.2	1038.4818	66.04	325	1215
141805	6726	36.9851	2	82944	2286.2	854.7336	53.69	290	957
141805	6727	36.99035	2	25272	1129.5	993.5125	68.99	223	837
141805	6728	36.99646	2	56677	1695.9	1070.2306	47.55	240	910
141805	6729	37.00188	2	68075	1318.7	1278.6357	40.79	323	1097
141805	6730	37.00733	1	2.6381E+07	358444	826.2325	30.09	1191	1191
141805	6731	37.0139	2	149138	4920.1	1053.6509	96.51	337	1152
141805	6732	37.01886	2	33410	427.18	1182.2883	22.57	272	1083
141805	6733	37.02483	2	20761	202.32	1389.45	13.94	235	768
141805	6734	37.03093	2	369974	22743	1362.8746	217.2	300	1093
141805	6735	37.03561	2	102987	15915	937.7559	309.3	173	650
141805	6736	37.04062	2	100922	2822.7	744.3054	60.92	332	1188
141805	6737	37.04583	2	57573	1493	1019.188	52.71	297	1006
141805	6738	37.05144	2	63606	1369.1	422.2594	30.25	220	822
141805	6739	37.05655	2	26636	341.65	893.6347	19.22	231	921
141805	6740	37.06263	2	23728	405.09	993.4576	26.59	228	846
141805	6741	37.0686	1	2.6393E+07	588721	1204.9613	47.01	1144	1144
141805	6742	37.07402	2	31150	4124.1	1452.9368	268	200	852
141805	6743	37.07998	2	70034	1899.7	884.2181	60.8	270	930
141805	6744	37.08541	2	88765	741.48	1386.0344	19.07	376	1221
141805	6745	37.09085	2	83445	3772.1	1138.3322	101.7	297	991
141805	6746	37.09633	2	84314	720.88	1103.3429	20.48	391	1263
141805	6747	37.10183	2	187855	6821.3	1038.5138	76.93	237	779
141805	6748	37.10664	2	52363	492.42	1156.0983	19.05	314	1201
141805	6749	37.11246	2	1413.2	72.627	750.5242	7.592	20	109
141805	6750	37.11829	2	61179	1508.1	1140.6381	50.52	304	1184
141805	6751	37.12386	2	68094	3330.4	543.3185	100	275	966
141805	6752	37.12915	1	2.7609E+07	648492	1205.0969	42.29	1163	1163
141805	6753	37.13546	2	19274	307.86	787.7963	19.83	207	733
141805	6754	37.14137	2	33953	603.23	1084.3063	29.21	257	997
141805	6755	37.14735	2	73487	790.49	1053.5719	22.34	302	1102
141805	6756	37.15287	2	87690	784.11	1019.2567	18.28	322	1244
141805	6757	37.15821	2	40716	380.73	1139.3048	18.05	307	1178
141805	6758	37.16428	2	56770	3498.7	1216.1378	121.7	274	1038
141805	6759	37.16989	2	77623	511.43	1092.4177	12.58	327	1194
141805	6760	37.17523	2	31875	421.62	1217.5137	20.93	256	933
141805	6761	37.1813	2	115743	1776.8	1078.6677	37.1	377	1273
141805	6762	37.18668	2	69514	2543.4	1241.3192	80.48	340	1155
141805	6763	37.19238	1	2.5282E+07	586981	1204.8356	47.46	1152	1152
141805	6764	37.19812	2	92454	1474.7	743.4911	43.52	376	1394
141805	6765	37.20395	2	155814	7406.5	1345.7476	108.1	298	1031
141805	6766	37.20874	2	89183	2956.1	1180.3646	87.29	311	1217
141805	6767	37.21412	2	54976	482.61	704.3322	20.28	388	1297
141805	6768	37.2202	2	100390	2902.3	1489.6492	73.06	372	1408
141805	6769	37.22609	2	11126	198.29	952.0342	17.33	156	573
141805	6770	37.23222	2	189663	6066	1078.2413	77.47	351	1194
141805	6771	37.23719	2	79934	1135.8	1051.635	30.85	338	1239
141805	6772	37.24268	2	52560	1128.7	1056.0801	40.33	282	1181
141805	6773	37.24828	2	38524	762.07	1075.6173	33.85	266	1021
141805	6774	37.25432	1	2.3201E+07	328759	966.3553	28.15	1139	1139
141805	6775	37.25999	2	143170	6731.7	1039.4072	127	313	1087
141805	6776	37.26537	2	385867	13524	1265.7931	113.1	369	1204
141805	6777	37.27013	2	91609	907.38	988.8318	24.47	385	1291
141805	6778	37.27585	2	94474	2295.5	1093.4819	48.69	299	1108
141805	6779	37.28106	2	207192	10622	1020.1323	128.6	301	1089
141805	6780	37.28584	2	35645	2832.5	1187.6138	136.6	250	869
141805	6781	37.29177	2	32498	2876.5	685.4197	107.5	84	287
141805	6782	37.29703	2	66609	615.06	1421.8267	20.21	357	1302
141805	6783	37.30305	2	40448	4386.4	1135.2899	248	251	899
141805	6784	37.30915	2	106128	2108.8	1145.5354	44.77	295	990
141805	6785	37.31433	1	2.3592E+07	407698	966.5214	39.43	1155	1155
141805	6786	37.31959	2	79666	3782.6	1019.5308	120.3	345	1278
141805	6787	37.32563	2	243035	4765.8	1532.9579	47.84	330	1245
141805	6788	37.33038	2	28762	740.39	1827.8845	47.87	229	919
141805	6789	37.33622	2	125029	2523.4	1039.5004	44.5	301	1105
141805	6790	37.34116	2	98778	2019.4	743.4444	42.24	301	1129
141805	6791	37.34616	2	33776	1086.5	935.5411	52.45	220	800
141805	6792	37.35186	2	88296	2786.2	897.6606	57.26	229	857
141805	6793	37.35706	2	80536	1039.5	1123.6914	24.96	326	1197
141805	6794	37.3624	2	126413	4094.7	1098.5475	87.81	354	1170
141805	6795	37.36776	2	83627	1471.8	785.3136	34.53	279	957
141805	6796	37.37303	1	2.5653E+07	559484	1054.2598	43.67	1163	1163
141805	6797	37.37973	2	93132	3471.7	853.5461	103.6	325	1082
141805	6798	37.38591	2	875615	87562	1345.3751	366.3	278	990
141805	6799	37.3904	2	112785	1989	870.1937	39.26	322	1132
141805	6800	37.39566	2	102697	3327.7	1122.1382	76.23	330	1163
141805	6801	37.40099	2	29873	367.36	746.325	18.19	236	835
141805	6802	37.40662	2	84714	1996.3	1266.8625	50.05	309	1110
141805	6803	37.41175	2	57512	889.85	898.1367	30.05	290	991
141805	6804	37.41732	2	80885	1188.3	1225.1775	30.21	323	1228
141805	6805	37.42285	2	14402	285.71	1800.7756	23.78	174	730
141805	6806	37.42879	2	23210	858.15	1188.7262	60.59	205	884
141805	6807	37.43471	1	2.7154E+07	814649	1054.197	62.65	1143	1143
141805	6808	37.44128	2	275543	5423.7	1209.2141	59.01	389	1287
141805	6809	37.44626	2	133297	4427.1	1301.2262	77.58	345	1204
141805	6810	37.45137	2	60518	670.89	1280.3354	20.91	315	1127
141805	6811	37.45679	2	98486	1385.7	947.9258	23.36	251	854
141805	6812	37.4618	2	24650	237.24	1200.9832	15.19	267	976
141805	6813	37.46775	2	16965	317.62	1115.4941	23.93	187	783
141805	6814	37.47372	2	17149	238.19	871.5037	17.23	197	741
141805	6815	37.47984	2	16978	324.94	1228.9944	26.04	195	818
141805	6816	37.4858	2	80231	1415.7	897.5617	39.8	320	1095
141805	6817	37.49129	2	62862	840.17	948.7893	21.78	273	943
141805	6818	37.49665	1	2.6198E+07	856911	1054.0177	65.46	1153	1153
141805	6819	37.50223	2	100415	2902.6	744.8511	68.47	312	1015
141805	6820	37.50792	2	102542	855.65	1267.682	18.6	349	1271
141805	6821	37.51326	2	64597	2957.2	1488.592	96.15	313	1168
141805	6822	37.51883	2	91250	2253.8	1240.8413	50.93	318	1170
141805	6823	37.52425	2	52355	4034	1155.057	177.5	301	1185
141805	6824	37.5302	2	50231	1145.2	1154.0916	45.91	284	1191
141805	6825	37.53596	2	76967	3609.5	934.2048	126.8	298	1122
141805	6826	37.54141	2	97967	804.19	1087.6548	18.28	361	1286
141805	6827	37.54679	2	76606	3909.4	1055.5149	108.7	339	1216
141805	6828	37.55228	2	63466	3136.7	1090.2583	119.2	308	1146
141805	6829	37.55791	1	2.4322E+07	807624	1054.3879	64.3	1163	1163
141805	6830	37.56276	2	162328	3527.5	1232.8132	58.6	367	1240
141805	6831	37.56795	2	65757	1444.6	1038.495	29.42	184	742
141805	6832	37.57296	2	87250	1064.8	1295.0483	26	320	1191
141805	6833	37.57821	2	158518	6659.6	1039.1564	92.29	263	899
141805	6834	37.58309	2	71941	913.63	1336.801	25.22	336	1138
141805	6835	37.58836	2	153977	1977.8	933.4136	28.39	337	1143
141805	6836	37.59335	2	43762	2975.7	1187.5756	101.8	223	895
141805	6837	37.59892	2	33499	520.82	1268.7252	23.8	234	909
141805	6838	37.60477	2	155613	5845	744.2358	86.28	322	1189
141805	6839	37.60972	2	21785	541.97	1039.1604	35.43	194	734
141805	6840	37.61578	1	2.5272E+07	356429	1090.0144	30.17	1187	1187
141805	6841	37.62114	2	46415	6762.4	1142.7061	332.4	295	1166
141805	6842	37.62712	2	60697	2345.2	939.5852	78.82	272	952
141805	6843	37.63277	2	99440	2733.2	1111.7007	65.84	338	1148
141805	6844	37.63815	2	58920	1541.4	933.9644	59.49	286	1086
141805	6845	37.64369	2	20137	303.24	840.0867	18.98	198	746
141805	6846	37.64974	2	73863	2684	1079.4674	75.33	243	884
141805	6847	37.65512	2	71026	1032.4	899.4877	28.2	320	1188
141805	6848	37.66087	2	29543	834.03	1132.5359	44.82	227	814
141805	6849	37.66701	2	43183	332.39	1106.7761	15	323	1187
141805	6850	37.673	2	44139	367.77	1623.0345	16.98	319	1176
141805	6851	37.67891	1	2.5703E+07	239688	1109.2859	20.3	1178	1178
141805	6852	37.68493	2	113761	2302.2	1103.5879	59.12	421	1382
141805	6853	37.69093	2	15812	186.88	1220.2419	15.72	195	813
141805	6854	37.69692	2	38676	1499.2	1563.5414	61.44	220	865
141805	6855	37.70258	2	109861	10441	854.2408	203.2	290	1050
141805	6856	37.70779	2	309094	17097	1038.4742	169.8	307	1082
141805	6857	37.71254	2	105274	10665	734.7685	180.3	227	830
141805	6858	37.71755	2	37444	2138.7	944.4418	94.38	230	822
141805	6859	37.72327	2	48889	779.92	1333.2152	32.35	308	1152
141805	6860	37.72934	2	140667	8199.2	1052.8379	156.2	369	1285
141805	6861	37.73449	2	41037	683.33	1139.3939	33.63	315	1200
141805	6862	37.74041	1	2.5994E+07	265277	911.4977	19.65	1115	1115
141805	6863	37.74641	2	43559	2575.9	979.2229	139.4	273	991
141805	6864	37.75253	2	83848	2705	419.2301	45.63	166	601
141805	6865	37.75748	2	66428	3506.2	1057.0048	100.6	289	1170
141805	6866	37.76299	2	74479	1772.4	1205.2878	50.17	327	1231
141805	6867	37.7685	2	34114	2421.9	1142.3025	129.7	275	1128
141805	6868	37.77451	2	59460	1680.2	843.5775	43.89	214	727
141805	6869	37.77974	2	85511	2165.7	1122.7422	52.14	301	1031
141805	6870	37.78517	2	99281	1155.5	1148.7205	25.89	359	1197
141805	6871	37.79044	2	186024	2849.8	1012.3586	34.13	363	1202
141805	6872	37.79533	2	119076	1660.7	1296.7067	28.05	326	1192
141805	6873	37.80034	1	2.3559E+07	323814	1109.6484	25.79	1110	1110
141805	6874	37.80638	2	19917	168.69	820.6168	11.4	229	791
141805	6875	37.8125	2	102123	3106.6	1360.7507	81.77	337	1206
141805	6876	37.81792	2	86160	2515.1	1401.6176	66.08	350	1266
141805	6877	37.82342	2	68676	2015.6	1028.1974	56.46	268	936
141805	6878	37.82883	2	47806	708.89	1243.5219	31.06	317	1023
141805	6879	37.83473	2	126651	4821.3	685.3621	86.32	265	867
141805	6880	37.83976	2	52319	817.13	1111.7643	33.65	348	1272
141805	6881	37.84569	2	110721	2299.2	744.076	48.63	365	1273
141805	6882	37.851	2	26067	1240.5	1460.6367	81.69	248	934
141805	6883	37.85696	2	88714	944.36	1333.2343	23.04	362	1293
141805	6884	37.86238	1	2.3772E+07	249801	1109.5638	20.2	1176	1176
141805	6885	37.86841	2	22066	1793.6	802.2764	116.6	203	802
141805	6886	37.87456	2	3487.9	163.01	685.2958	17.64	50	186
141805	6887	37.88078	2	64683	671.13	1394.3494	20.76	329	1221
141805	6888	37.88636	2	39379	2759.6	1014.4383	153.5	279	975
141805	6889	37.89244	2	52916	793.86	1094.4316	30.94	316	1228
141805	6890	37.89848	2	67448	1767.7	1037.8865	63.24	337	1239
141805	6891	37.90422	2	77361	1488.7	1296.736	38.26	306	1230
141805	6892	37.90969	2	108357	3072.2	1212.6504	60.08	307	1179
141805	6893	37.91498	2	13673	155.48	1221.4261	11.77	160	746
141805	6894	37.92097	2	338269	13111	1039.5385	138.8	314	1164
141805	6895	37.9257	1	2.3106E+07	236800	1109.7493	19.18	1184	1184
141805	6896	37.93085	2	43825	506.71	1140.0779	22.29	310	1222
141805	6897	37.93687	2	103123	1482.4	1212.8318	35.14	364	1269
141805	6898	37.94247	2	77670	1175.9	1621.8414	30.12	307	1092
141805	6899	37.94759	2	108535	1620.1	1294.4919	37.7	351	1331
141805	6900	37.95292	2	93927	2304.4	901.0947	54.41	294	985
141805	6901	37.9581	2	109711	1808.7	1326.4344	34.51	307	1091
141805	6902	37.96318	2	79721	583.22	910.4956	15.46	363	1275
141805	6903	37.96864	2	43653	2018	1188.5979	87.43	266	962
141805	6904	37.97466	2	32130	445.98	1363.7371	24.42	259	1090
141805	6905	37.98064	2	74734	986.45	728.7686	25.11	298	1057
141805	6906	37.98572	1	2.4148E+07	242229	1109.2522	19.48	1185	1185
141805	6907	37.99115	2	116428	7429.1	1052.8263	204.5	398	1405
141805	6908	37.99716	2	44814	779.94	1130.8055	32.95	303	1055
141805	6909	38.00311	2	170821	3033.7	1037.4491	44.66	363	1313
141805	6910	38.0082	2	67635	634.84	1038.3503	19.33	327	1264
141805	6911	38.01391	2	124737	12566	1323.0983	242.1	320	1106
141805	6912	38.01896	2	102341	2882.5	685.366	57.22	231	861
141805	6913	38.02406	2	76769	3023.2	979.2769	68.73	231	880
141805	6914	38.02931	2	35423	630.42	1140.6102	31.95	276	1118
141805	6915	38.03531	2	27510	341.75	1584.6058	21.21	265	1001
141805	6916	38.04128	2	200303	2680.4	1194.705	32.99	348	1213
141805	6917	38.04619	1	2.0458E+07	194626	879.5875	18.45	1145	1145
141805	6918	38.05157	2	102579	2212.6	1037.527	55.41	372	1408
141805	6919	38.05767	2	131717	21280	937.6732	451.2	175	627
141805	6920	38.06263	2	45817	620.08	887.4385	20.9	246	893
